Event,Macropulse,Width,Timestamp,Material Thickness
19400,1940.051,8.35,48900.0,NaN
19401,1940.151,8.02,45800.0,NaN
19402,1940.251,8.14,47800.0,NaN
19403,1940.351,8.08,46900.0,NaN
19404,1940.435,8.21,49000.0,NaN
19405,1940.551,8.07,45300.0,NaN
19406,1940.651,8.19,47600.0,NaN
19407,1940.751,7.9,48700.0,NaN
19408,1940.851,8.32,50100.0,NaN
19409,1940.951,8.25,48100.0,NaN
19410,1941.051,8.23,49600.0,NaN
19411,1941.151,8.09,42800.0,NaN
19412,1941.251,7.97,41900.0,NaN
19413,1941.351,8.19,47800.0,NaN
19414,1941.451,8.23,43700.0,NaN
19415,1941.552,8.28,46200.0,NaN
19416,1941.652,8.21,46500.0,NaN
19417,1941.752,8.14,47000.0,NaN
19418,1941.852,8.13,43900.0,NaN
19419,1941.952,8.12,44600.0,NaN
19420,1942.052,8.39,44700.0,NaN
19421,1942.152,7.79,43900.0,NaN
19422,1942.252,8.09,48000.0,NaN
19423,1942.352,8.01,45200.0,NaN
19424,1942.452,7.83,44900.0,NaN
19425,1942.552,7.91,46000.0,NaN
19426,1942.652,8.13,44200.0,NaN
19427,1942.752,8.3,45800.0,NaN
19428,1942.852,7.91,44300.0,NaN
19429,1942.952,8.0,44400.0,NaN
19430,1943.052,8.26,44800.0,NaN
19431,1943.152,7.98,43700.0,NaN
19432,1943.252,8.45,49400.0,NaN
19433,1943.352,7.9,46300.0,NaN
19434,1943.452,8.12,43300.0,NaN
19435,1943.552,8.22,46600.0,NaN
19436,1943.652,8.07,46800.0,NaN
19437,1943.752,8.17,47400.0,NaN
19438,1943.852,7.92,44300.0,NaN
19439,1943.887,8.2,47100.0,NaN
19440,1944.052,7.91,45700.0,NaN
19441,1944.152,7.94,43800.0,NaN
19442,1944.252,7.87,46600.0,NaN
19443,1944.352,7.87,44000.0,NaN
19444,1944.452,8.38,46700.0,NaN
19445,1944.552,8.28,47200.0,NaN
19446,1944.652,7.85,43800.0,NaN
19447,1944.752,8.71,43800.0,NaN
19448,1944.852,8.18,47200.0,NaN
19449,1944.952,7.96,43300.0,NaN
19450,1945.052,7.96,45700.0,NaN
19451,1945.152,8.37,46900.0,NaN
19452,1945.252,8.08,47700.0,NaN
19453,1945.352,8.26,46600.0,NaN
19454,1945.452,8.31,44500.0,NaN
19455,1945.552,8.26,45900.0,NaN
19456,1945.652,8.28,46500.0,NaN
19457,1945.752,8.24,48700.0,NaN
19458,1945.852,8.01,46300.0,NaN
19459,1945.952,8.16,46900.0,NaN
19460,1946.052,8.29,45200.0,NaN
19461,1946.152,7.89,47800.0,NaN
19462,1946.252,8.38,48600.0,NaN
19463,1946.352,7.87,41700.0,NaN
19464,1946.452,7.86,42800.0,NaN
19465,1946.552,8.36,48500.0,NaN
19466,1946.652,8.22,44400.0,NaN
19467,1946.752,8.13,47400.0,NaN
19468,1946.852,8.25,47100.0,NaN
19469,1946.952,8.46,46000.0,NaN
19470,1947.052,8.02,45300.0,NaN
19471,1947.152,8.19,49800.0,NaN
19472,1947.252,7.98,47000.0,NaN
19473,1947.352,7.92,47200.0,NaN
19474,1947.452,8.4,47700.0,NaN
19475,1947.552,8.22,47600.0,NaN
19476,1947.651,8.34,47300.0,NaN
19477,1947.751,8.02,44700.0,NaN
19478,1947.851,8.3,43200.0,NaN
19479,1947.951,8.35,44200.0,NaN
19480,1948.051,8.05,44300.0,NaN
19481,1948.151,8.32,46800.0,NaN
19482,1948.251,8.09,46500.0,NaN
19483,1948.351,8.29,45200.0,NaN
19484,1948.451,8.1,42900.0,NaN
19485,1948.551,8.32,44100.0,NaN
19486,1948.651,8.0,45600.0,NaN
19487,1948.751,8.06,41800.0,NaN
19488,1948.851,7.97,45000.0,NaN
19489,1948.951,7.99,48600.0,NaN
19490,1949.051,8.21,49000.0,NaN
19491,1949.151,7.96,46600.0,NaN
19492,1949.251,8.02,43500.0,NaN
19493,1949.351,8.26,45300.0,NaN
19494,1949.451,8.08,44700.0,NaN
19495,1949.551,8.34,46100.0,NaN
19496,1949.651,8.14,48300.0,NaN
19497,1949.751,8.5,45000.0,NaN
19498,1949.851,8.26,48300.0,NaN
19499,1949.951,8.26,46400.0,NaN
19500,1950.051,7.99,41500.0,NaN
19501,1950.151,8.42,45400.0,NaN
19502,1950.251,8.26,48200.0,NaN
19503,1950.351,8.48,43400.0,NaN
19504,1950.451,8.17,46000.0,NaN
19505,1950.551,8.03,44600.0,NaN
19506,1950.651,8.42,43700.0,NaN
19507,1950.751,8.15,46800.0,NaN
19508,1950.851,8.03,45000.0,NaN
19509,1950.951,7.8,42000.0,NaN
19510,1951.051,8.35,46300.0,NaN
19511,1951.151,8.23,43000.0,NaN
19512,1951.251,8.27,48200.0,NaN
19513,1951.351,8.16,46600.0,NaN
19514,1951.451,8.13,44200.0,NaN
19515,1951.551,8.0,43400.0,NaN
19516,1951.651,8.05,48000.0,NaN
19517,1951.751,8.28,45300.0,NaN
19518,1951.851,7.97,46400.0,NaN
19519,1951.951,8.16,48300.0,NaN
19520,1952.051,8.2,42200.0,NaN
19521,1952.151,8.04,47300.0,NaN
19522,1952.251,8.37,43900.0,NaN
19523,1952.351,8.28,46000.0,NaN
19524,1952.451,8.38,47700.0,NaN
19525,1952.551,8.3,44800.0,NaN
19526,1952.651,7.88,43100.0,NaN
19527,1952.751,8.27,42600.0,NaN
19528,1952.851,8.25,42700.0,NaN
19529,1952.951,8.23,45700.0,NaN
19530,1953.051,8.13,43800.0,NaN
19531,1953.151,8.28,45200.0,NaN
19532,1953.251,7.76,44500.0,NaN
19533,1953.351,8.02,46900.0,NaN
19534,1953.451,8.13,47400.0,NaN
19535,1953.551,7.95,45000.0,NaN
19536,1953.651,8.06,43100.0,NaN
19537,1953.751,8.1,47000.0,NaN
19538,1953.851,8.21,49900.0,NaN
19539,1953.951,7.93,46800.0,NaN
19540,1954.051,8.05,47100.0,NaN
19541,1954.151,8.02,47000.0,NaN
19542,1954.251,8.26,46400.0,NaN
19543,1954.351,7.91,43900.0,NaN
19544,1954.451,7.98,44500.0,NaN
19545,1954.551,8.23,45500.0,NaN
19546,1954.651,8.36,44400.0,NaN
19547,1954.751,8.56,44600.0,NaN
19548,1954.851,8.33,50100.0,NaN
19549,1954.951,7.98,46100.0,NaN
19550,1955.051,8.15,42700.0,NaN
19551,1955.151,8.39,42800.0,NaN
19552,1955.251,7.86,45000.0,NaN
19553,1955.351,8.38,48300.0,NaN
19554,1955.451,8.17,49300.0,NaN
19555,1955.551,8.24,42300.0,NaN
19556,1955.651,8.19,44000.0,NaN
19557,1955.751,8.01,45200.0,NaN
19558,1955.851,8.04,44400.0,NaN
19559,1955.951,8.07,45700.0,NaN
19560,1956.051,8.28,47300.0,NaN
19561,1956.151,8.18,47200.0,NaN
19562,1956.252,7.93,41100.0,NaN
19563,1956.352,7.96,45300.0,NaN
19564,1956.452,8.18,44600.0,NaN
19565,1956.552,8.13,43700.0,NaN
19566,1956.652,8.19,43700.0,NaN
19567,1956.752,8.22,47600.0,NaN
19568,1956.852,8.06,46200.0,NaN
19569,1956.952,8.16,44500.0,NaN
19570,1957.052,7.91,43700.0,NaN
19571,1957.152,7.96,45400.0,NaN
19572,1957.252,7.97,44100.0,NaN
19573,1957.352,8.13,45800.0,NaN
19574,1957.452,8.31,44600.0,NaN
19575,1957.552,8.29,47400.0,NaN
19576,1957.652,8.2,43500.0,NaN
19577,1957.752,7.97,44300.0,NaN
19578,1957.852,8.38,40800.0,NaN
19579,1957.952,7.93,42200.0,NaN
19580,1958.052,8.26,43900.0,NaN
19581,1958.152,8.3,47200.0,NaN
19582,1958.252,8.23,46000.0,NaN
19583,1958.352,8.28,46200.0,NaN
19584,1958.452,8.32,48800.0,NaN
19585,1958.552,8.03,48400.0,NaN
19586,1958.652,8.06,44000.0,NaN
19587,1958.752,7.95,44800.0,NaN
19588,1958.852,8.03,44100.0,NaN
19589,1958.952,8.15,46200.0,NaN
19590,1959.052,7.92,43700.0,NaN
19591,1959.152,8.19,43000.0,NaN
19592,1959.252,8.32,48800.0,NaN
19593,1959.352,8.04,42100.0,NaN
19594,1959.452,8.2,45700.0,NaN
19595,1959.552,8.07,45100.0,NaN
19596,1959.652,8.25,53000.0,NaN
19597,1959.752,8.16,44200.0,NaN
19598,1959.852,8.15,45900.0,NaN
19599,1959.951,7.89,43800.0,NaN
19600,1960.051,8.04,46000.0,NaN
19601,1960.151,8.34,44400.0,NaN
19602,1960.251,8.1,46600.0,NaN
19603,1960.351,8.25,48300.0,NaN
19604,1960.451,8.13,43300.0,NaN
19605,1960.551,8.38,44700.0,NaN
19606,1960.651,8.1,45900.0,NaN
19607,1960.751,7.96,43100.0,NaN
19608,1960.851,8.05,48200.0,NaN
19609,1960.951,8.08,46100.0,NaN
19610,1961.051,8.11,48800.0,NaN
19611,1961.151,8.35,45800.0,NaN
19612,1961.251,8.04,46100.0,NaN
19613,1961.351,8.36,45800.0,NaN
19614,1961.451,8.23,43400.0,NaN
19615,1961.551,7.97,40400.0,NaN
19616,1961.651,8.16,45400.0,NaN
19617,1961.751,8.06,46300.0,NaN
19618,1961.851,8.18,46300.0,NaN
19619,1961.951,8.19,43000.0,NaN
19620,1962.051,8.26,46200.0,NaN
19621,1962.151,8.15,46200.0,NaN
19622,1962.251,8.05,45900.0,NaN
19623,1962.351,7.95,42700.0,NaN
19624,1962.451,8.29,47000.0,NaN
19625,1962.551,8.22,43800.0,NaN
19626,1962.651,8.0,44900.0,NaN
19627,1962.751,8.14,46000.0,NaN
19628,1962.851,7.91,43600.0,NaN
19629,1962.951,8.32,49100.0,NaN
19630,1963.051,7.89,46400.0,NaN
19631,1963.151,8.41,48300.0,NaN
19632,1963.251,8.21,45800.0,NaN
19633,1963.351,7.89,43100.0,NaN
19634,1963.451,7.98,45200.0,NaN
19635,1963.551,8.33,45600.0,NaN
19636,1963.651,8.13,47100.0,NaN
19637,1963.751,7.77,45600.0,NaN
19638,1963.851,8.09,43900.0,NaN
19639,1963.951,8.3,46900.0,NaN
19640,1964.051,8.26,45900.0,NaN
19641,1964.151,8.33,46400.0,NaN
19642,1964.251,8.18,45300.0,NaN
19643,1964.351,8.23,45500.0,NaN
19644,1964.451,8.16,45800.0,NaN
19645,1964.551,8.21,49200.0,NaN
19646,1964.651,8.29,43900.0,NaN
19647,1964.751,8.07,44200.0,NaN
19648,1964.851,8.16,44000.0,NaN
19649,1964.951,8.04,46600.0,NaN
19650,1965.051,8.14,46900.0,NaN
19651,1965.151,7.97,47200.0,NaN
19652,1965.251,8.06,47400.0,NaN
19653,1965.351,7.9,49300.0,NaN
19654,1965.451,8.21,47600.0,NaN
19655,1965.551,8.01,43000.0,NaN
19656,1965.651,8.15,45800.0,NaN
19657,1965.751,7.93,42300.0,NaN
19658,1965.851,8.15,43800.0,NaN
19659,1965.951,7.97,42600.0,NaN
19660,1966.051,8.35,51400.0,NaN
19661,1966.151,7.88,49500.0,NaN
19662,1966.251,8.21,45900.0,NaN
19663,1966.351,8.2,47700.0,NaN
19664,1966.423,8.14,47600.0,NaN
19665,1966.551,8.04,46300.0,NaN
19666,1966.651,7.9,41500.0,NaN
19667,1966.751,8.24,44200.0,NaN
19668,1966.851,8.37,44700.0,NaN
19669,1966.951,8.19,46400.0,NaN
19670,1967.051,8.11,48500.0,NaN
19671,1967.151,8.08,42600.0,NaN
19672,1967.251,8.09,45100.0,NaN
19673,1967.351,8.23,43500.0,NaN
19674,1967.451,8.15,47800.0,NaN
19675,1967.551,8.12,45200.0,NaN
19676,1967.651,8.31,47900.0,NaN
19677,1967.751,8.21,47300.0,NaN
19678,1967.851,8.18,47600.0,NaN
19679,1967.951,8.22,44700.0,NaN
19680,1968.051,8.35,53300.0,NaN
19681,1968.151,8.03,46200.0,NaN
19682,1968.251,8.05,42000.0,NaN
19683,1968.351,8.29,48000.0,NaN
19684,1968.451,8.21,45500.0,NaN
19685,1968.551,8.12,44400.0,NaN
19686,1968.651,8.08,44400.0,NaN
19687,1968.751,8.25,49700.0,NaN
19688,1968.851,8.06,43300.0,NaN
19689,1968.951,8.09,46200.0,NaN
19690,1969.051,8.27,47200.0,NaN
19691,1969.151,7.84,45400.0,NaN
19692,1969.251,8.33,47800.0,NaN
19693,1969.351,7.96,47200.0,NaN
19694,1969.451,8.0,45800.0,NaN
19695,1969.551,8.18,49200.0,NaN
19696,1969.651,8.03,44900.0,NaN
19697,1969.751,7.91,43500.0,NaN
19698,1969.851,7.98,44000.0,NaN
19699,1969.951,8.19,45500.0,NaN
19700,1970.051,8.0,44200.0,NaN
19701,1970.151,8.11,47700.0,NaN
19702,1970.251,8.34,44100.0,NaN
19703,1970.351,8.0,44400.0,NaN
19704,1970.451,8.13,43700.0,NaN
19705,1970.551,8.0,49100.0,NaN
19706,1970.651,8.17,48400.0,NaN
19707,1970.751,8.27,44200.0,NaN
19708,1970.852,8.15,46700.0,NaN
19709,1970.903,8.0,42300.0,NaN
19710,1971.052,8.04,40700.0,NaN
19711,1971.152,7.8,44200.0,NaN
19712,1971.252,8.06,48500.0,NaN
19713,1971.352,8.0,44800.0,NaN
19714,1971.452,8.15,45300.0,NaN
19715,1971.552,8.17,49800.0,NaN
19716,1971.652,8.08,48000.0,NaN
19717,1971.752,8.29,47100.0,NaN
19718,1971.852,8.14,43300.0,NaN
19719,1971.952,8.05,45900.0,NaN
19720,1972.052,8.01,41300.0,NaN
19721,1972.151,8.07,49300.0,NaN
19722,1972.251,8.34,44000.0,NaN
19723,1972.351,8.34,47300.0,NaN
19724,1972.451,8.31,46000.0,NaN
19725,1972.551,8.3,48400.0,NaN
19726,1972.651,8.22,46900.0,NaN
19727,1972.751,8.08,42500.0,NaN
19728,1972.851,7.98,46100.0,NaN
19729,1972.951,8.1,48600.0,NaN
19730,1973.051,7.92,45400.0,NaN
19731,1973.151,8.08,44700.0,NaN
19732,1973.251,7.92,44900.0,NaN
19733,1973.351,8.0,44000.0,NaN
19734,1973.451,8.24,47400.0,NaN
19735,1973.551,8.28,44100.0,NaN
19736,1973.651,8.03,45300.0,NaN
19737,1973.751,8.13,44500.0,NaN
19738,1973.851,8.15,43500.0,NaN
19739,1973.951,8.26,44200.0,NaN
19740,1974.051,8.19,45700.0,NaN
19741,1974.151,8.05,44600.0,NaN
19742,1974.251,8.18,47600.0,NaN
19743,1974.351,8.06,47000.0,NaN
19744,1974.451,8.37,49200.0,NaN
19745,1974.551,8.17,50000.0,NaN
19746,1974.651,8.12,44900.0,NaN
19747,1974.751,7.92,45900.0,NaN
19748,1974.851,8.21,45100.0,NaN
19749,1974.951,8.25,51100.0,NaN
19750,1975.051,8.31,46000.0,NaN
19751,1975.151,8.1,44500.0,NaN
19752,1975.251,8.2,49700.0,NaN
19753,1975.351,8.06,45600.0,NaN
19754,1975.451,8.07,46800.0,NaN
19755,1975.551,7.88,44600.0,NaN
19756,1975.651,8.22,45700.0,NaN
19757,1975.751,8.09,45400.0,NaN
19758,1975.851,8.04,45600.0,NaN
19759,1975.951,8.29,51400.0,NaN
19760,1976.051,7.91,41700.0,NaN
19761,1976.151,8.1,47800.0,NaN
19762,1976.251,8.22,46900.0,NaN
19763,1976.351,8.35,49000.0,NaN
19764,1976.451,8.25,48200.0,NaN
19765,1976.551,8.22,46200.0,NaN
19766,1976.651,7.92,45700.0,NaN
19767,1976.751,8.07,42500.0,NaN
19768,1976.851,7.82,45100.0,NaN
19769,1976.951,7.97,42500.0,NaN
19770,1977.051,8.16,42800.0,NaN
19771,1977.151,7.98,47700.0,NaN
19772,1977.251,8.0,42600.0,NaN
19773,1977.351,8.27,45800.0,NaN
19774,1977.451,7.88,46400.0,NaN
19775,1977.551,7.9,44300.0,NaN
19776,1977.651,8.04,46300.0,NaN
19777,1977.751,8.21,47200.0,NaN
19778,1977.851,8.07,46100.0,NaN
19779,1977.951,8.27,47000.0,NaN
19780,1978.051,8.24,50500.0,NaN
19781,1978.151,8.21,46200.0,NaN
19782,1978.251,8.1,40500.0,NaN
19783,1978.351,8.1,46500.0,NaN
19784,1978.451,8.14,46500.0,NaN
19785,1978.551,8.4,49000.0,NaN
19786,1978.651,7.8,43000.0,NaN
19787,1978.751,7.81,46000.0,NaN
19788,1978.851,8.1,45200.0,NaN
19789,1978.951,8.22,46400.0,NaN
19790,1979.051,7.92,47500.0,NaN
19791,1979.151,8.45,49300.0,NaN
19792,1979.251,7.94,47500.0,NaN
19793,1979.351,8.13,45600.0,NaN
19794,1979.451,8.21,45600.0,NaN
19795,1979.551,8.01,42600.0,NaN
19796,1979.651,7.87,43200.0,NaN
19797,1979.751,8.02,45700.0,NaN
19798,1979.851,8.01,44000.0,NaN
19799,1979.951,8.01,45300.0,NaN
19800,1980.051,8.06,46600.0,NaN
19801,1980.151,8.38,48800.0,NaN
19802,1980.251,8.18,46100.0,NaN
19803,1980.351,8.36,45300.0,NaN
19804,1980.451,8.01,45800.0,NaN
19805,1980.551,8.04,45500.0,NaN
19806,1980.651,8.47,50000.0,NaN
19807,1980.751,7.98,43100.0,NaN
19808,1980.851,8.23,47400.0,NaN
19809,1980.951,8.18,47200.0,NaN
19810,1981.051,7.94,46000.0,NaN
19811,1981.151,8.11,44600.0,NaN
19812,1981.251,8.19,46300.0,NaN
19813,1981.351,8.09,44300.0,NaN
19814,1981.451,8.06,44400.0,NaN
19815,1981.551,7.99,42300.0,NaN
19816,1981.651,8.32,46200.0,NaN
19817,1981.751,8.12,44600.0,NaN
19818,1981.851,8.14,44100.0,NaN
19819,1981.951,8.13,47200.0,NaN
19820,1982.051,7.95,47100.0,NaN
19821,1982.151,8.14,47700.0,NaN
19822,1982.251,8.32,48100.0,NaN
19823,1982.351,8.29,46800.0,NaN
19824,1982.451,7.85,43800.0,NaN
19825,1982.551,8.07,45700.0,NaN
19826,1982.651,7.91,44100.0,NaN
19827,1982.751,8.21,48100.0,NaN
19828,1982.851,7.87,43100.0,NaN
19829,1982.951,8.08,42100.0,NaN
19830,1983.051,8.04,42900.0,NaN
19831,1983.151,8.09,45400.0,NaN
19832,1983.251,8.0,46900.0,NaN
19833,1983.351,8.1,46000.0,NaN
19834,1983.451,8.14,45300.0,NaN
19835,1983.551,8.24,46700.0,NaN
19836,1983.651,8.33,44700.0,NaN
19837,1983.751,8.37,47700.0,NaN
19838,1983.851,7.79,40500.0,NaN
19839,1983.951,7.99,45300.0,NaN
19840,1984.051,8.34,44400.0,NaN
19841,1984.151,8.25,49700.0,NaN
19842,1984.251,8.14,45800.0,NaN
19843,1984.35,8.11,47500.0,NaN
19844,1984.45,8.01,46100.0,NaN
19845,1984.55,7.99,46800.0,NaN
19846,1984.65,8.49,48600.0,NaN
19847,1984.75,8.23,46700.0,NaN
19848,1984.85,8.18,44600.0,NaN
19849,1984.95,7.96,42000.0,NaN
19850,1985.05,8.03,44600.0,NaN
19851,1985.15,8.05,45200.0,NaN
19852,1985.25,8.22,49500.0,NaN
19853,1985.35,7.91,44200.0,NaN
19854,1985.45,7.91,44200.0,NaN
19855,1985.551,7.99,47600.0,NaN
19856,1985.651,8.2,44500.0,NaN
19857,1985.751,8.43,45600.0,NaN
19858,1985.851,8.04,47200.0,NaN
19859,1985.951,7.9,44900.0,NaN
19860,1986.051,8.16,47400.0,NaN
19861,1986.151,8.14,46600.0,NaN
19862,1986.251,8.19,43700.0,NaN
19863,1986.351,7.94,43500.0,NaN
19864,1986.451,8.27,48300.0,NaN
19865,1986.551,8.07,48100.0,NaN
19866,1986.651,8.0,45300.0,NaN
19867,1986.751,7.89,42000.0,NaN
19868,1986.851,7.93,44000.0,NaN
19869,1986.951,8.28,46900.0,NaN
19870,1987.051,7.89,42000.0,NaN
19871,1987.151,8.1,47900.0,NaN
19872,1987.249,7.94,44800.0,NaN
19873,1987.351,7.95,45800.0,NaN
19874,1987.451,8.08,44200.0,NaN
19875,1987.551,8.06,47300.0,NaN
19876,1987.651,8.21,48000.0,NaN
19877,1987.751,7.95,48600.0,NaN
19878,1987.851,8.13,46600.0,NaN
19879,1987.951,8.24,44200.0,NaN
19880,1988.051,8.42,47800.0,NaN
19881,1988.151,8.14,44400.0,NaN
19882,1988.251,8.12,44000.0,NaN
19883,1988.351,8.09,45000.0,NaN
19884,1988.451,8.06,43600.0,NaN
19885,1988.551,8.18,46800.0,NaN
19886,1988.651,7.93,45800.0,NaN
19887,1988.751,7.82,42900.0,NaN
19888,1988.851,8.06,45100.0,NaN
19889,1988.951,7.9,49100.0,NaN
19890,1989.051,8.16,44000.0,NaN
19891,1989.151,8.13,46600.0,NaN
19892,1989.251,8.21,47700.0,NaN
19893,1989.351,8.23,46800.0,NaN
19894,1989.451,8.29,44600.0,NaN
19895,1989.551,8.01,45600.0,NaN
19896,1989.651,8.27,45100.0,NaN
19897,1989.751,8.22,45900.0,NaN
19898,1989.851,8.01,43200.0,NaN
19899,1989.951,7.84,46600.0,NaN
19900,1990.051,7.95,41900.0,NaN
19901,1990.151,8.14,44500.0,NaN
19902,1990.251,8.1,46000.0,NaN
19903,1990.351,8.31,45900.0,NaN
19904,1990.451,8.58,50100.0,NaN
19905,1990.551,8.05,47200.0,NaN
19906,1990.651,7.97,43000.0,NaN
19907,1990.751,8.07,43400.0,NaN
19908,1990.851,8.21,43400.0,NaN
19909,1990.951,8.09,47200.0,NaN
19910,1991.051,7.89,43600.0,NaN
19911,1991.151,8.05,44600.0,NaN
19912,1991.251,8.25,49300.0,NaN
19913,1991.351,8.31,49900.0,NaN
19914,1991.451,8.17,46100.0,NaN
19915,1991.551,8.0,42500.0,NaN
19916,1991.651,8.31,48200.0,NaN
19917,1991.751,8.16,46800.0,NaN
19918,1991.851,8.24,45100.0,NaN
19919,1991.951,8.18,42900.0,NaN
19920,1992.051,8.13,44200.0,NaN
19921,1992.151,8.18,49000.0,NaN
19922,1992.251,8.18,47600.0,NaN
19923,1992.351,8.28,43900.0,NaN
19924,1992.451,7.85,44100.0,NaN
19925,1992.551,8.11,48300.0,NaN
19926,1992.651,7.79,42200.0,NaN
19927,1992.751,8.36,46600.0,NaN
19928,1992.851,7.92,44600.0,NaN
19929,1992.951,7.95,45000.0,NaN
19930,1993.051,8.19,43800.0,NaN
19931,1993.151,8.39,45300.0,NaN
19932,1993.251,8.23,45600.0,NaN
19933,1993.351,8.28,46600.0,NaN
19934,1993.451,8.23,46800.0,NaN
19935,1993.551,7.81,42900.0,NaN
19936,1993.651,8.07,47800.0,NaN
19937,1993.751,8.14,48700.0,NaN
19938,1993.851,7.87,47600.0,NaN
19939,1993.951,7.71,44400.0,NaN
19940,1994.051,7.97,44300.0,NaN
19941,1994.151,8.13,44000.0,NaN
19942,1994.251,8.29,49100.0,NaN
19943,1994.351,8.19,43800.0,NaN
19944,1994.451,8.17,47200.0,NaN
19945,1994.551,8.13,50700.0,NaN
19946,1994.651,8.04,48900.0,NaN
19947,1994.751,8.3,48500.0,NaN
19948,1994.851,8.0,44000.0,NaN
19949,1994.951,8.06,45100.0,NaN
19950,1995.051,8.16,48800.0,NaN
19951,1995.151,8.17,44900.0,NaN
19952,1995.251,8.25,45400.0,NaN
19953,1995.351,8.45,46700.0,NaN
19954,1995.451,7.96,43000.0,NaN
19955,1995.551,8.14,47100.0,NaN
19956,1995.651,8.2,46800.0,NaN
19957,1995.751,7.98,45100.0,NaN
19958,1995.851,8.05,46800.0,NaN
19959,1995.951,8.11,47200.0,NaN
19960,1996.051,8.21,46100.0,NaN
19961,1996.151,8.06,44400.0,NaN
19962,1996.251,7.79,46100.0,NaN
19963,1996.351,8.07,43200.0,NaN
19964,1996.451,8.26,48700.0,NaN
19965,1996.55,8.1,42500.0,NaN
19966,1996.65,8.32,45800.0,NaN
19967,1996.75,8.04,45300.0,NaN
19968,1996.85,8.1,49100.0,NaN
19969,1996.95,7.85,46000.0,NaN
19970,1997.05,8.03,45200.0,NaN
19971,1997.15,8.22,46500.0,NaN
19972,1997.25,8.34,46100.0,NaN
19973,1997.35,8.52,45600.0,NaN
19974,1997.45,8.04,47800.0,NaN
19975,1997.55,8.15,47500.0,NaN
19976,1997.65,8.04,47900.0,NaN
19977,1997.75,8.09,45500.0,NaN
19978,1997.85,8.24,48200.0,NaN
19979,1997.95,8.01,42900.0,NaN
19980,1998.05,8.05,44600.0,NaN
19981,1998.15,8.03,45000.0,NaN
19982,1998.25,8.01,45500.0,NaN
19983,1998.35,8.25,43100.0,NaN
19984,1998.45,8.04,44800.0,NaN
19985,1998.55,7.95,44700.0,NaN
19986,1998.65,8.2,44400.0,NaN
19987,1998.75,7.98,45300.0,NaN
19988,1998.85,8.14,46000.0,NaN
19989,1998.908,8.23,49700.0,NaN
19990,1999.05,8.0,47700.0,NaN
19991,1999.15,8.13,45300.0,NaN
19992,1999.25,8.18,46500.0,NaN
19993,1999.35,8.15,46900.0,NaN
19994,1999.45,8.03,41300.0,NaN
19995,1999.55,8.06,48100.0,NaN
19996,1999.65,8.11,47000.0,NaN
19997,1999.75,8.02,45100.0,NaN
19998,1999.85,8.03,46500.0,NaN
19999,1999.95,8.07,41000.0,NaN
20000,2000.05,8.1,43400.0,NaN
20001,2000.151,8.16,44300.0,NaN
20002,2000.251,8.15,45500.0,NaN
20003,2000.351,8.14,42200.0,NaN
20004,2000.451,8.09,43000.0,NaN
20005,2000.551,7.96,46500.0,NaN
20006,2000.651,8.3,47200.0,NaN
20007,2000.751,7.9,42600.0,NaN
20008,2000.851,8.14,43600.0,NaN
20009,2000.951,7.98,47800.0,NaN
20010,2001.051,7.9,45600.0,NaN
20011,2001.151,8.17,43300.0,NaN
20012,2001.251,7.87,45300.0,NaN
20013,2001.351,8.1,44400.0,NaN
20014,2001.451,7.9,43100.0,NaN
20015,2001.551,7.93,45100.0,NaN
20016,2001.651,7.98,44000.0,NaN
20017,2001.751,8.0,47200.0,NaN
20018,2001.851,7.91,48800.0,NaN
20019,2001.951,8.15,46100.0,NaN
20020,2002.051,8.05,44200.0,NaN
20021,2002.151,8.25,47500.0,NaN
20022,2002.251,8.3,47500.0,NaN
20023,2002.351,8.25,47200.0,NaN
20024,2002.451,8.24,46000.0,NaN
20025,2002.551,7.85,45500.0,NaN
20026,2002.651,7.93,48900.0,NaN
20027,2002.751,8.13,45300.0,NaN
20028,2002.851,8.13,46900.0,NaN
20029,2002.951,8.08,48300.0,NaN
20030,2003.051,8.02,43700.0,NaN
20031,2003.151,8.02,48100.0,NaN
20032,2003.251,8.15,47700.0,NaN
20033,2003.351,8.3,44200.0,NaN
20034,2003.451,7.74,42500.0,NaN
20035,2003.551,7.93,45800.0,NaN
20036,2003.651,8.5,44500.0,NaN
20037,2003.751,8.42,45400.0,NaN
20038,2003.851,8.3,50800.0,NaN
20039,2003.88,8.47,47000.0,NaN
20040,2004.051,8.3,46400.0,NaN
20041,2004.151,8.2,47700.0,NaN
20042,2004.251,8.0,47300.0,NaN
20043,2004.351,7.82,47300.0,NaN
20044,2004.451,7.97,45300.0,NaN
20045,2004.551,8.26,43500.0,NaN
20046,2004.651,8.18,47000.0,NaN
20047,2004.751,8.13,42400.0,NaN
20048,2004.851,8.52,46800.0,NaN
20049,2004.951,8.1,45900.0,NaN
20050,2005.051,8.43,47000.0,NaN
20051,2005.151,7.85,44800.0,NaN
20052,2005.251,8.11,43400.0,NaN
20053,2005.351,8.04,45600.0,NaN
20054,2005.451,8.02,44000.0,NaN
20055,2005.459,7.9,49100.0,NaN
20056,2005.651,8.17,43200.0,NaN
20057,2005.751,8.12,43900.0,NaN
20058,2005.851,8.0,44500.0,NaN
20059,2005.894,8.02,42300.0,NaN
20060,2006.051,8.31,46600.0,NaN
20061,2006.151,7.97,43000.0,NaN
20062,2006.251,7.97,46500.0,NaN
20063,2006.351,7.92,47800.0,NaN
20064,2006.451,8.21,46000.0,NaN
